dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp,time,susceptibles,infected,recovered,dead
12/12/2020,12,12,2020,1,0,SIRDtesting7a_SSA_N10000,XX,XXX,10000,Artificialia,293,"[4, 13, 0]","[0, 5, 0]","[17, 6599, 31]","[981, 1246, 1104]"
13/12/2020,13,12,2020,1,0,SIRDtesting7a_SSA_N10000,XX,XXX,10000,Artificialia,294,"[4, 13, 0]","[0, 5, 0]","[16, 6600, 31]","[981, 1246, 1104]"
14/12/2020,14,12,2020,0,0,SIRDtesting7a_SSA_N10000,XX,XXX,10000,Artificialia,295,"[5, 12, 0]","[0, 5, 0]","[16, 6600, 31]","[981, 1246, 1104]"
15/12/2020,15,12,2020,0,0,SIRDtesting7a_SSA_N10000,XX,XXX,10000,Artificialia,296,"[4, 13, 0]","[0, 5, 0]","[16, 6600, 31]","[981, 1246, 1104]"
16/12/2020,16,12,2020,1,0,SIRDtesting7a_SSA_N10000,XX,XXX,10000,Artificialia,297,"[4, 13, 0]","[0, 5, 0]","[16, 6601, 30]","[981, 1246, 1104]"
17/12/2020,17,12,2020,0,0,SIRDtesting7a_SSA_N10000,XX,XXX,10000,Artificialia,298,"[4, 13, 0]","[0, 5, 0]","[16, 6601, 30]","[981, 1246, 1104]"
18/12/2020,18,12,2020,0,0,SIRDtesting7a_SSA_N10000,XX,XXX,10000,Artificialia,299,"[4, 13, 0]","[0, 4, 0]","[16, 6602, 30]","[981, 1246, 1104]"
19/12/2020,19,12,2020,0,0,SIRDtesting7a_SSA_N10000,XX,XXX,10000,Artificialia,300,"[4, 13, 0]","[0, 4, 0]","[16, 6602, 30]","[981, 1246, 1104]"
23/02/2020,23,2,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,0,"[9970, 0, 0]","[30, 0, 0]","[0, 0, 0]","[0, 0, 0]"
24/02/2020,24,2,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,1,"[9577, 388, 0]","[34, 0, 0]","[1, 0, 0]","[0, 0, 0]"
25/02/2020,25,2,2020,4,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,2,"[9214, 746, 0]","[34, 4, 1]","[1, 0, 0]","[0, 0, 0]"
26/02/2020,26,2,2020,2,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,3,"[8857, 1093, 0]","[41, 6, 2]","[1, 0, 0]","[0, 0, 0]"
27/02/2020,27,2,2020,2,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,4,"[8522, 1420, 0]","[48, 8, 1]","[1, 0, 0]","[0, 0, 0]"
28/02/2020,28,2,2020,3,1,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,5,"[8208, 1719, 0]","[59, 10, 2]","[1, 0, 0]","[0, 1, 0]"
29/02/2020,29,2,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,6,"[7939, 1983, 0]","[56, 12, 2]","[4, 1, 0]","[1, 2, 0]"
01/03/2020,1,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,7,"[7660, 2248, 0]","[63, 13, 6]","[6, 1, 0]","[1, 2, 0]"
02/03/2020,2,3,2020,8,1,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,8,"[7403, 2485, 0]","[72, 16, 7]","[9, 1, 1]","[3, 2, 1]"
03/03/2020,3,3,2020,2,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,9,"[7133, 2740, 0]","[77, 18, 11]","[10, 1, 1]","[6, 2, 1]"
04/03/2020,4,3,2020,3,1,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,10,"[6904, 2948, 0]","[88, 19, 16]","[11, 2, 1]","[7, 3, 1]"
05/03/2020,5,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,11,"[6690, 3123, 0]","[115, 18, 26]","[12, 3, 1]","[8, 3, 1]"
06/03/2020,6,3,2020,4,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,12,"[6453, 3324, 0]","[134, 22, 36]","[15, 3, 0]","[9, 3, 1]"
07/03/2020,7,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,13,"[6255, 3487, 0]","[148, 26, 46]","[19, 3, 3]","[9, 3, 1]"
08/03/2020,8,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,14,"[6055, 3640, 0]","[168, 33, 57]","[22, 3, 5]","[11, 4, 2]"
09/03/2020,9,3,2020,23,1,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,15,"[5807, 3829, 0]","[195, 44, 68]","[25, 3, 8]","[14, 4, 3]"
10/03/2020,10,3,2020,3,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,16,"[5622, 3957, 0]","[217, 46, 89]","[34, 4, 9]","[15, 4, 3]"
11/03/2020,11,3,2020,11,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,17,"[5458, 4052, 0]","[236, 55, 119]","[34, 6, 13]","[17, 4, 6]"
12/03/2020,12,3,2020,13,2,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,18,"[5304, 4125, 0]","[267, 66, 149]","[36, 6, 15]","[19, 6, 7]"
13/03/2020,13,3,2020,8,1,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,19,"[5143, 4205, 0]","[304, 71, 176]","[36, 8, 19]","[21, 7, 10]"
14/03/2020,14,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,20,"[4962, 4262, 0]","[353, 82, 221]","[39, 11, 25]","[26, 8, 11]"
15/03/2020,15,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,21,"[4788, 4307, 0]","[397, 89, 279]","[44, 19, 26]","[30, 10, 11]"
16/03/2020,16,3,2020,50,3,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,22,"[4633, 4328, 0]","[442, 104, 323]","[50, 22, 35]","[37, 10, 16]"
17/03/2020,17,3,2020,22,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,23,"[4468, 4324, 0]","[512, 123, 378]","[59, 25, 42]","[41, 10, 18]"
18/03/2020,18,3,2020,24,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,24,"[4314, 4298, 0]","[587, 141, 441]","[62, 31, 45]","[52, 10, 19]"
19/03/2020,19,3,2020,38,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,25,"[4124, 4291, 0]","[642, 172, 507]","[76, 38, 56]","[61, 10, 23]"
20/03/2020,20,3,2020,29,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,26,"[3945, 4233, 0]","[726, 194, 595]","[87, 45, 66]","[70, 10, 29]"
21/03/2020,21,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,27,"[3722, 4175, 0]","[837, 214, 698]","[93, 60, 75]","[78, 13, 35]"
22/03/2020,22,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,28,"[3529, 4074, 0]","[932, 250, 811]","[99, 72, 92]","[86, 13, 42]"
23/03/2020,23,3,2020,127,5,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,29,"[3331, 3963, 0]","[1032, 278, 932]","[111, 83, 109]","[96, 15, 50]"
24/03/2020,24,3,2020,45,6,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,30,"[3125, 3814, 0]","[1135, 307, 1095]","[130, 93, 120]","[103, 21, 57]"
25/03/2020,25,3,2020,39,1,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,31,"[2902, 3686, 0]","[1244, 335, 1224]","[157, 103, 139]","[118, 22, 70]"
26/03/2020,26,3,2020,71,3,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,32,"[2706, 3536, 0]","[1311, 393, 1357]","[180, 113, 166]","[133, 25, 80]"
27/03/2020,27,3,2020,74,5,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,33,"[2512, 3368, 0]","[1398, 447, 1473]","[211, 128, 194]","[141, 30, 98]"
28/03/2020,28,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,34,"[2311, 3159, 0]","[1528, 491, 1610]","[232, 142, 229]","[152, 31, 115]"
29/03/2020,29,3,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,35,"[2079, 2953, 0]","[1632, 553, 1778]","[264, 157, 258]","[167, 34, 125]"
30/03/2020,30,3,2020,224,7,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,36,"[1912, 2757, 0]","[1712, 612, 1886]","[277, 180, 300]","[181, 37, 146]"
31/03/2020,31,3,2020,79,7,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,37,"[1740, 2584, 0]","[1783, 665, 1979]","[301, 199, 327]","[204, 44, 174]"
01/04/2020,1,4,2020,89,8,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,38,"[1597, 2371, 0]","[1800, 718, 2118]","[334, 227, 355]","[230, 52, 198]"
02/04/2020,2,4,2020,85,9,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,39,"[1438, 2177, 0]","[1861, 762, 2199]","[364, 259, 395]","[257, 61, 227]"
03/04/2020,3,4,2020,95,8,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,40,"[1295, 1961, 0]","[1929, 814, 2274]","[389, 294, 446]","[272, 69, 257]"
04/04/2020,4,4,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,41,"[1194, 1783, 0]","[1928, 874, 2332]","[432, 319, 486]","[293, 75, 284]"
05/04/2020,5,4,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,42,"[1073, 1596, 0]","[1961, 915, 2409]","[467, 354, 523]","[311, 80, 311]"
06/04/2020,6,4,2020,272,20,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,43,"[960, 1427, 0]","[1989, 968, 2443]","[503, 392, 567]","[322, 89, 340]"
07/04/2020,7,4,2020,104,6,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,44,"[847, 1281, 0]","[2004, 1021, 2462]","[528, 437, 614]","[346, 95, 365]"
08/04/2020,8,4,2020,87,13,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,45,"[740, 1145, 0]","[2017, 1044, 2483]","[563, 488, 652]","[364, 108, 396]"
09/04/2020,9,4,2020,99,17,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,46,"[664, 1034, 0]","[1979, 1081, 2477]","[606, 533, 699]","[387, 125, 415]"
10/04/2020,10,4,2020,108,8,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,47,"[599, 920, 0]","[1966, 1129, 2454]","[628, 585, 734]","[401, 133, 451]"
11/04/2020,11,4,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,48,"[530, 823, 0]","[1949, 1168, 2431]","[652, 627, 766]","[432, 147, 475]"
12/04/2020,12,4,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,49,"[457, 734, 0]","[1930, 1209, 2419]","[669, 680, 795]","[452, 157, 498]"
13/04/2020,13,4,2020,303,43,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,50,"[406, 659, 0]","[1888, 1248, 2383]","[710, 726, 818]","[471, 176, 515]"
14/04/2020,14,4,2020,112,5,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,51,"[364, 590, 0]","[1826, 1305, 2348]","[740, 776, 841]","[495, 181, 534]"
15/04/2020,15,4,2020,99,16,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,52,"[333, 534, 0]","[1800, 1323, 2294]","[750, 841, 865]","[506, 197, 557]"
16/04/2020,16,4,2020,84,7,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,53,"[293, 483, 0]","[1767, 1360, 2223]","[770, 881, 911]","[528, 204, 580]"
17/04/2020,17,4,2020,109,14,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,54,"[265, 423, 0]","[1711, 1392, 2159]","[796, 944, 940]","[545, 218, 607]"
18/04/2020,18,4,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,55,"[227, 383, 0]","[1658, 1424, 2081]","[812, 1011, 970]","[566, 237, 631]"
19/04/2020,19,4,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,56,"[208, 351, 0]","[1617, 1426, 2026]","[833, 1070, 998]","[577, 250, 644]"
20/04/2020,20,4,2020,300,43,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,57,"[182, 322, 0]","[1558, 1470, 1952]","[846, 1123, 1028]","[591, 261, 667]"
21/04/2020,21,4,2020,100,15,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,58,"[164, 295, 0]","[1500, 1478, 1895]","[864, 1200, 1037]","[607, 276, 684]"
22/04/2020,22,4,2020,78,25,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,59,"[143, 277, 0]","[1478, 1468, 1817]","[874, 1263, 1060]","[620, 301, 699]"
23/04/2020,23,4,2020,85,15,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,60,"[128, 253, 0]","[1423, 1471, 1757]","[890, 1330, 1073]","[642, 316, 717]"
24/04/2020,24,4,2020,84,18,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,61,"[117, 220, 0]","[1380, 1466, 1701]","[905, 1401, 1078]","[658, 334, 740]"
25/04/2020,25,4,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,62,"[107, 199, 0]","[1330, 1473, 1632]","[919, 1464, 1096]","[666, 354, 760]"
26/04/2020,26,4,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,63,"[102, 183, 0]","[1281, 1468, 1571]","[940, 1527, 1103]","[679, 374, 772]"
27/04/2020,27,4,2020,271,62,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,64,"[94, 176, 0]","[1217, 1480, 1488]","[947, 1596, 1127]","[692, 396, 787]"
28/04/2020,28,4,2020,104,12,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,65,"[85, 171, 0]","[1175, 1489, 1415]","[936, 1679, 1138]","[702, 408, 802]"
29/04/2020,29,4,2020,88,10,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,66,"[73, 159, 0]","[1120, 1492, 1371]","[938, 1754, 1146]","[718, 418, 811]"
30/04/2020,30,4,2020,80,21,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,67,"[65, 153, 0]","[1095, 1482, 1304]","[930, 1823, 1159]","[724, 439, 826]"
01/05/2020,1,5,2020,96,17,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,68,"[61, 143, 0]","[1049, 1480, 1238]","[925, 1904, 1168]","[737, 456, 839]"
02/05/2020,2,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,69,"[51, 138, 0]","[996, 1500, 1194]","[939, 1969, 1156]","[744, 462, 851]"
03/05/2020,3,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,70,"[43, 134, 0]","[951, 1509, 1145]","[945, 2018, 1160]","[752, 478, 865]"
04/05/2020,4,5,2020,230,32,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,71,"[45, 122, 0]","[918, 1495, 1102]","[955, 2087, 1153]","[762, 488, 873]"
05/05/2020,5,5,2020,77,15,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,72,"[43, 113, 0]","[880, 1490, 1045]","[961, 2154, 1156]","[772, 503, 883]"
06/05/2020,6,5,2020,80,15,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,73,"[40, 107, 0]","[838, 1472, 1004]","[951, 2237, 1159]","[783, 518, 891]"
07/05/2020,7,5,2020,66,21,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,74,"[41, 99, 0]","[807, 1458, 951]","[962, 2296, 1156]","[788, 539, 903]"
08/05/2020,8,5,2020,64,14,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,75,"[38, 92, 0]","[786, 1442, 906]","[953, 2362, 1157]","[797, 553, 914]"
09/05/2020,9,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,76,"[36, 85, 0]","[756, 1426, 866]","[959, 2419, 1156]","[803, 570, 924]"
10/05/2020,10,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,77,"[32, 82, 0]","[719, 1416, 832]","[965, 2488, 1144]","[812, 579, 931]"
11/05/2020,11,5,2020,196,41,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,78,"[33, 73, 0]","[687, 1397, 801]","[967, 2562, 1131]","[815, 594, 940]"
12/05/2020,12,5,2020,69,16,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,79,"[30, 73, 0]","[654, 1383, 769]","[962, 2629, 1119]","[823, 610, 948]"
13/05/2020,13,5,2020,68,14,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,80,"[29, 72, 0]","[625, 1368, 734]","[952, 2698, 1111]","[832, 624, 955]"
14/05/2020,14,5,2020,64,13,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,81,"[28, 67, 0]","[591, 1348, 708]","[950, 2769, 1102]","[835, 637, 965]"
15/05/2020,15,5,2020,55,11,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,82,"[24, 65, 0]","[577, 1335, 674]","[949, 2826, 1087]","[844, 648, 971]"
16/05/2020,16,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,83,"[26, 62, 0]","[538, 1324, 649]","[961, 2883, 1067]","[852, 663, 975]"
17/05/2020,17,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,84,"[25, 57, 0]","[506, 1293, 626]","[964, 2949, 1062]","[860, 678, 980]"
18/05/2020,18,5,2020,174,48,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,85,"[25, 55, 0]","[481, 1263, 599]","[955, 3024, 1053]","[864, 696, 985]"
19/05/2020,19,5,2020,57,13,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,86,"[23, 52, 0]","[468, 1242, 564]","[947, 3089, 1047]","[868, 709, 991]"
20/05/2020,20,5,2020,52,14,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,87,"[23, 48, 0]","[454, 1222, 534]","[950, 3147, 1033]","[871, 723, 995]"
21/05/2020,21,5,2020,47,11,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,88,"[22, 48, 0]","[437, 1203, 508]","[950, 3202, 1021]","[876, 734, 999]"
22/05/2020,22,5,2020,64,10,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,89,"[22, 46, 0]","[420, 1187, 486]","[930, 3272, 1004]","[882, 744, 1007]"
23/05/2020,23,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,90,"[21, 44, 0]","[402, 1163, 462]","[921, 3331, 993]","[888, 760, 1015]"
24/05/2020,24,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,91,"[22, 41, 0]","[375, 1150, 444]","[909, 3384, 991]","[892, 775, 1017]"
25/05/2020,25,5,2020,155,44,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,92,"[22, 37, 0]","[354, 1129, 426]","[910, 3441, 978]","[893, 788, 1022]"
26/05/2020,26,5,2020,51,12,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,93,"[18, 39, 0]","[345, 1111, 408]","[901, 3498, 961]","[894, 800, 1025]"
27/05/2020,27,5,2020,47,11,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,94,"[16, 40, 0]","[333, 1099, 385]","[895, 3546, 949]","[898, 811, 1028]"
28/05/2020,28,5,2020,48,8,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,95,"[17, 38, 0]","[329, 1074, 358]","[892, 3611, 930]","[901, 819, 1031]"
29/05/2020,29,5,2020,46,7,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,96,"[16, 39, 0]","[314, 1056, 340]","[879, 3668, 919]","[907, 826, 1036]"
30/05/2020,30,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,97,"[16, 33, 0]","[302, 1028, 332]","[864, 3723, 915]","[909, 841, 1037]"
31/05/2020,31,5,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,98,"[15, 32, 0]","[299, 1010, 312]","[866, 3767, 897]","[911, 852, 1039]"
01/06/2020,1,6,2020,128,33,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,99,"[16, 29, 0]","[290, 997, 294]","[847, 3822, 891]","[913, 859, 1042]"
02/06/2020,2,6,2020,46,4,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,100,"[15, 29, 0]","[277, 981, 282]","[832, 3880, 881]","[915, 863, 1045]"
03/06/2020,3,6,2020,44,12,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,101,"[13, 29, 0]","[268, 962, 266]","[827, 3931, 864]","[917, 875, 1048]"
04/06/2020,4,6,2020,43,9,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,102,"[13, 27, 0]","[255, 949, 254]","[818, 3978, 854]","[919, 884, 1049]"
05/06/2020,5,6,2020,35,3,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,103,"[13, 26, 0]","[246, 940, 244]","[812, 4019, 840]","[921, 887, 1052]"
06/06/2020,6,6,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,104,"[13, 26, 0]","[240, 925, 229]","[791, 4065, 839]","[923, 895, 1054]"
07/06/2020,7,6,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,105,"[13, 26, 0]","[234, 907, 220]","[787, 4108, 821]","[925, 904, 1055]"
08/06/2020,8,6,2020,117,30,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,106,"[13, 25, 0]","[216, 893, 211]","[773, 4153, 808]","[930, 917, 1061]"
09/06/2020,9,6,2020,37,10,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,107,"[13, 25, 0]","[210, 870, 202]","[764, 4203, 792]","[931, 927, 1063]"
10/06/2020,10,6,2020,41,9,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,108,"[13, 24, 0]","[198, 851, 193]","[753, 4254, 779]","[934, 936, 1065]"
11/06/2020,11,6,2020,44,7,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,109,"[13, 24, 0]","[185, 832, 187]","[740, 4310, 764]","[935, 943, 1067]"
12/06/2020,12,6,2020,38,3,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,110,"[13, 24, 0]","[177, 816, 173]","[724, 4361, 759]","[938, 946, 1069]"
13/06/2020,13,6,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,111,"[12, 25, 0]","[168, 797, 165]","[716, 4408, 745]","[938, 955, 1071]"
14/06/2020,14,6,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,112,"[13, 24, 0]","[165, 781, 158]","[698, 4452, 737]","[940, 959, 1073]"
15/06/2020,15,6,2020,99,20,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,113,"[13, 23, 0]","[156, 759, 148]","[692, 4497, 730]","[943, 966, 1073]"
16/06/2020,16,6,2020,38,3,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,114,"[10, 25, 0]","[145, 747, 142]","[685, 4544, 713]","[947, 969, 1073]"
17/06/2020,17,6,2020,19,6,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,115,"[11, 23, 0]","[146, 729, 133]","[682, 4575, 705]","[947, 975, 1074]"
18/06/2020,18,6,2020,29,4,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,116,"[9, 25, 0]","[139, 712, 127]","[670, 4617, 697]","[950, 979, 1075]"
19/06/2020,19,6,2020,22,7,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,117,"[9, 25, 0]","[129, 689, 123]","[677, 4655, 680]","[952, 986, 1075]"
20/06/2020,20,6,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,118,"[8, 25, 0]","[124, 670, 116]","[674, 4683, 672]","[955, 997, 1076]"
21/06/2020,21,6,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,119,"[9, 23, 0]","[111, 655, 109]","[660, 4726, 669]","[958, 1003, 1077]"
22/06/2020,22,6,2020,81,26,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,120,"[11, 18, 0]","[106, 639, 108]","[654, 4760, 656]","[958, 1012, 1078]"
23/06/2020,23,6,2020,33,9,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,121,"[11, 18, 0]","[99, 624, 104]","[640, 4799, 646]","[958, 1021, 1080]"
24/06/2020,24,6,2020,33,5,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,122,"[11, 17, 0]","[95, 611, 100]","[625, 4840, 636]","[958, 1026, 1081]"
25/06/2020,25,6,2020,28,6,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,123,"[11, 17, 0]","[87, 601, 88]","[622, 4872, 626]","[959, 1032, 1085]"
26/06/2020,26,6,2020,22,8,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,124,"[11, 17, 0]","[84, 586, 84]","[615, 4901, 616]","[960, 1040, 1086]"
27/06/2020,27,6,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,125,"[10, 17, 0]","[78, 571, 83]","[613, 4937, 596]","[961, 1048, 1086]"
28/06/2020,28,6,2020,0,0,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,126,"[9, 18, 0]","[72, 559, 78]","[608, 4976, 578]","[962, 1053, 1087]"
29/06/2020,29,6,2020,83,20,SIRDtesting7a_SSA_N10000_WD,XX,XXX,10000,Artificialia,127,"[9, 17, 0]","[70, 540, 76]","[599, 5010, 568]","[964, 1060, 1087]"
